transaction_id,order_date,customer_id,customer_name,customer_email,customer_city,customer_country,product_id,product_name,category,subcategory,brand,unit_price,quantity,discount_percent,tax_percent,shipping_cost,total_amount,payment_method,currency,sales_channel,salesperson_id,salesperson_name,region,warehouse_id,order_status,delivery_date,customer_rating,return_flag,notes
TX114759,03/08/2023,C71261,Nathaniel Todd,qhanson@example.com,East  Jacob,UNITED STATES,P0142,Sunwood Sports Accessories 915,Sports,Sports Accessories,Sunwood,3429.12 USD,4,0,23,0,13716.48,cash,$,mobile app,S005,Cristian Santos,Midwest,LAX-02,COMPLETED,2023-03-17,4,NO,Payment system error - fixed manually
TX108600,12/06/2024,C31299,James  Burton,imoon@example.org,Martinport,USA,P0010,Tessara Laptops 346,Electronics,Laptops,Tessara,"3 986,27",2,10,23,"9,99",,Bank Transfer,USD ,mobile app,S009,Gabrielle Davis,Northeast,DAL-04,completed,09/12/2024,5,YES,
TX107044,2023-01-26,C59672,Ashley Crawford,julie35@example.com,Lake Nicole,United States,P0127,Northal Fitness Equipment 990,Sports,Fitness Equipment,Northal,"1,575.96",1,15,23,$19.99,"1359,56",PayPal,usd,physical store,S038,Cassandra Gaines,Pacific Northwest,NYC-01,COMPLETED,,,,Complaint under review
TX117639,04/12/2023,C32630,Lindsay Perry,denisetownsend@example.com,Karentown,UNITED STATES,P0187,Orvex Perfume 728,Beauty,Perfume,Orvex,1067.96,5,0,23,0,5339.80 USD,mobile payment,usd,call center,S017,Holly Wood,Southwest,NYC-01,returned item,2023-12-09,5,no,-
TX114341,30/09/2024,C88370,Gail  Henry,millerkevin@example.com,West Elizabethstad,US,P0151,Primo Building Blocks 574,Toys,Building Blocks,Primo,4220.43,10,5,23,19.99,40114.07 USD,cash,USD ,call center,S030,Anthony Rodriguez,Mountain West,CHI-03,pending,14/10/2024,2,no,-
TX114884,15/05/2023,C31798,Kaitlyn Howard,terrigarcia@example.net,West Amanda,US,P0202,Kindra Hair Care 983,Beauty,Hair Care,Kindra,"2644,14",2,,23,19.99,"5 043,86",Bank Transfer,$,marketplace,S013,Lisa Hensley,Midwest,NYC-01,COMPLETED,05/26/2023,,NO,Customer requested an invoice
TX115289,24.08.2024,C85372,Deborah Green,shawn89@example.org,Lauratown,UNITED STATES,P0010,Tessara Laptops 346,Electronics,Laptops,Tessara,"3 391,31",1,20,23,$9.99,"2723,04",Card Payment,usd,mobile app,S028,Stephanie Ross,Pacific Northwest,CHI-03,cancelled,2024-09-05,,,Customer requested an invoice
TX111646,2024-10-26,C24534,Susan Lewis,gkeith@example.net,Lloydshire,united states,P0088,Fabex Accessories 943,Apparel,Accessories,Fabex,"3470,51",2,5,23,"19,99",$6613.96,Card Payment,USD,call center,S013,Lisa Hensley,,NYC-01,returned item,2024-10-29,4,NO,Complaint under review
TX115244,2024-09-30,C70513,Melinda Jones,jake77@example.com,South Ronald,UNITED STATES,P0167,Orvex Dolls 813,Toys,Dolls,Orvex,867.73,2,5,23,"14,99","1663,68",Card Payment,USD ,marketplace,S030,Anthony Rodriguez,Mid-Atlantic,DAL-04,Completed,07/10/2024,2,no,N/A
TX107171,2023-01-07,C12733,Steven May,tonycraig@example.net,West Jennifer, United States,P0074,Vantia T-shirts 901,Apparel,T-shirts,Vantia,"3827,09",1,0,23,"19,99",3847.08,cash,USD,call center,S012,Jamie Arnold,Pacific Northwest,SEA-05,pending,17/01/2023,5,NO,
TX116636,12/02/2024,C25012,Isaiah Blake,brandonhull@example.net,Stewartfurt,US,P0171,Orvex Toy Vehicles 217, Toys,Toy Vehicles,Orvex,"4261,22",3,0,23,9.99,12793.65 USD,Bank Transfer,$,call center,S021,Margaret Hawkins DDS,West Coast,LAX-02,COMPLETED,2024-02-18 00:00:00,5,,Complaint under review
TX100675,2023-10-15,C86931,Derek Thompson,hilljames@example.net,Thompsontown,United States,P0056,Groveo Microwaves 195,Appliances,Microwaves,Groveo,1803.46,2,5,23,0,$3426.57,bank transfer ,usd,online,S017,Holly Wood,Pacific Northwest,SEA-05,Completed,2023-10-25,2,NO,
TX101276,26/08/2023,C30866,Michele Simmons,jacksonhenry@example.com,Dianeside, United States,P0040,Milvex Refrigerators 489,Appliances,Refrigerators,Milvex,"4765,46",1,0,23,9.99,4775.45,Credit Card,USD,mobile app,S026,Judy Baker,Mid-Atlantic,DAL-04,COMPLETED,2023-09-03 00:00:00,,no,-
TX115179,2024-12-04,C94076,Christian Snow,jordan89@example.net,Fitzpatricktown,united states,P0062,Lumira Jackets 186,Apparel,Jackets,Lumira,"4388,73",5,0,23,$19.99,"21963,64",Credit Card,USD,online,S024,Tommy Walter,Mid-Atlantic,CHI-03,completed,2024-12-16,1,NO,-
TX110294,"November 7, 2023",C43720,Jason Williams,julielewis@example.com,Jasonview,USA,P0004,Boreo Smartphones 701,Electronics,Smartphones,Boreo,$2187.25,1,0,23,0,2187.25 USD,mobile payment,USD,mobile app,S003,Angie Henderson,West Coast,SEA-05,in progress,09.11.2023,5,yes,Complaint under review
TX101534,2024-02-18,C69087,PAIGE MEYER,swong@example.org,Port Jessica, United States,P0193,Elektra Makeup 870,Beauty,Makeup,Elektra,740.60,1,0,23,0,740.60,bank transfer ,usd,call center,S037,Sherri Baker,West Coast,CHI-03,Completed,02/25/2024,4,NO,Duplicate order - needs verification
TX108013,06/01/2023,C85690,James Baker,acevedonicholas@example.net,Coleland,United States,P0124,Tessara Bicycles 590,Sports,Bicycles,Tessara,733.78,4,0,23,0,2935.12,CREDIT CARD,$,marketplace,S027,Justin Baker,Southeast,SEA-05,returned,2023-06-15,,NO,
TX106097,06/04/2023,C63528,Timothy Andrews,mwilson@example.com,Angelamouth,US,P0210,Tessara Personal Hygiene 276,Beauty,Personal Hygiene,Tessara,,1,0,23,"9,99","4 093,32",cash,USD ,mobile app,S015,Dylan Miller,Great Lakes,LAX-02,pending,"April 10, 2023",5,NO,
TX110358,07/10/2024,C70899,Brandon Davis,jamesstrong@example.net,Jonesland,USA,P0200,Boreo Hair Care 568,Beauty,Hair Care,Boreo,889.34,1,10,23,0,800.41,cash,USD ,call center,S023,Ethan Adams,Northeast,NYC-01,completed,2024-10-13,5,yes,-
TX103878,2023-12-08,C86344,Brandon Joseph,jensenpamela@example.com,Christinaport,United States,P0042,Kindra Refrigerators 257,Appliances,Refrigerators,Kindra,"4999,01",1,5,23,0,4749.06,bank transfer,USD,call center,S013,Lisa Hensley,Mid-Atlantic,NYC-01,returned,19/12/2023,5,no,Delayed delivery
TX102751,2023-07-14,C47093,Cristian Mendoza,david78@example.com,West Karen,united states,P0152,Lumira Building Blocks 795,Toys,Building Blocks,Lumira,$464.16,10,15,23,,$3960.35,cash on delivery,$,mobile app,S027,Justin Baker,Midwest,NYC-01,Cancelled,,5,NO,Duplicate order - needs verification
TX117252,22.03.2023,C53420,James Garcia,mlowery@example.com,North Zacharyburgh,United States,P0196,Tessara Makeup 204,Beauty,Makeup,Tessara,1439.64 USD,1,0,23,0,1439.64,bank transfer,usd,physical store,S025,Matthew Foster,Mountain West,CHI-03,returned,2023-04-05 00:00:00,,NO,
TX109898,2024-09-27,C68556,Paul Smith,guerramaria@example.org,New Williammouth,US,P0209,Fabex Personal Hygiene 568,Beauty,Personal Hygiene,Fabex,377.84 USD,1,20,23,0,"302,27",cash on delivery,USD ,physical store,S030,Anthony Rodriguez,Mid-Atlantic,NYC-01,in progress,05/10/2024,,,no comment
TX117785,2023-02-03,C13552,Dwayne Lee,samuel83@example.net,Sandramouth,United States,P0142,Sunwood Sports Accessories 915,Sports,Sports Accessories,Sunwood,"2298,72",2,15,23,"14,99",3922.81,cash on delivery,usd,online,S038,Cassandra Gaines,Pacific Northwest,SEA-05,Pending ,16/02/2023,,NO,
TX102197,2023-04-24,C72580,Nicole Chambers,kristacastillo@example.org,Victoriaside,united states,P0161,Sunwood Board Games 419,Toys,Board Games,Sunwood,,3,0,23,"19,99","1755,43",cash on delivery,USD ,mobile app,S028,Stephanie Ross,Midwest,CHI-03,returned,"May 5, 2023",,,Priority order
TX102095,03/12/2023,C38785,Rachel Harris DVM,brendali@example.org, Kimtown, United States,P0094,Sunwood Furniture 281,Home & Garden,Furniture,Sunwood,"1688,65",1,,23,"14,99","1,534.78",bank transfer ,$,marketplace,S019,Lisa Jackson,Southwest,NYC-01,returned item,2023-12-17,,yes,no comment
TX106293,2023-03-23,C63511,Alexander Ferguson,sschneider@example.com,East Marcfurt,USA,P0043,Orvex Coffee Makers 498,Appliances,Coffee Makers,Orvex,3753.45,1,5,23,0,3565.78,bank transfer ,USD,physical store,S006,Connie Lawrence,Midwest,CHI-03,Cancelled,01.04.2023,5,NO,
TX117227,08/01/2024,C51015,Christopher Lee,justin33@example.com,Davidside,united states,P0058,Lumira Microwaves 432,Appliances,Microwaves,Lumira,4120.48,1,0,23,0,"4120,48",Bank Transfer,usd,physical store,S025,Matthew Foster,Southwest,DAL-04,Cancelled,2024-08-15,5,NO,Customer requested an invoice
TX110366,10/11/2023,C64239,Jeffery Bailey,karen82@example.org,Lake Ashleyview,UNITED STATES,P0035,Kraton Washing Machines 890,Appliances,Washing Machines,Kraton,2921.86,1,15,23,0,"2 483,58",bank transfer,USD,marketplace,S013,Lisa Hensley,West Coast,CHI-03,Pending ,2023-11-24,5,NO,N/A
TX110719,2023-11-16,C48680,Jason Quinn,dfarley@example.com,Markfurt, United States,P0068,Milvex Shoes 375,Apparel,Shoes,Milvex,4935.72,2,10,23,0,8884.30,cash on delivery,usd,mobile app,S033,Tricia Valencia,Southeast,DAL-04,in progress,2023-11-26,,NO,Customer requested an invoice
TX114649,2024-07-01 00:00:00,C18511,Theodore Hudson,tmorrow@example.org,New Nicholas, United States,P0101,Elektra Lighting 936,Home & Garden,Lighting,Elektra,"5,327.13",1,0,23,0,5327.13 USD,bank transfer,USD,mobile app,S028,Stephanie Ross,West Coast,CHI-03,returned item,2024-07-08,,NO,Complaint under review
TX101016,2024-11-28,C50213,Robert Williams,thompsonsavannah@example.org,Alexanderstad, United States,P0120,Kindra Gardening 257,Home & Garden,Gardening,Kindra,4819.59,1,10,23,0,4337.63 USD,PayPal,USD,mobile app,S020,Carla Gray,Southeast,NYC-01,pending,2024-12-08,,,Complaint under review
TX100084,12/23/2023,C78386,Jacob Campos,robert24@example.org,South Anthonymouth,United States,P0083,Sunwood Pants 961,Apparel,Pants,Sunwood,1904.72,2,10,23,0,"3 428,50",CREDIT CARD,USD,physical store,S023,Ethan Adams,Southwest,LAX-02,returned item,2023-12-24,,NO,
TX101491,14/05/2024,C98470,Michael Palmer,ysolomon@example.org,North Marthafurt,USA,P0074,Vantia T-shirts 901,apparel,T-shirts,Vantia,322.19,3,10,23,"14,99",$884.90, Mobile Payment,USD ,physical store,S030,Anthony Rodriguez,Midwest,LAX-02,COMPLETED,,4,no,Delayed delivery
TX107754,2024-02-09,C58434,Bradley Davis,simsjason@example.net,Port Gina,US,P0101,Elektra Lighting 936,Home & Garden,Lighting,Elektra,,1,15,23,,3767.92,bank transfer,USD,online,S032,James Ferrell,Mountain West,LAX-02,in progress,,5,NO,Payment system error - fixed manually
TX115513,2023-08-18 00:00:00,C52906,Darren Pham,dhardin@example.net,Sherrymouth,United States,P0077,Orvex T-shirts 740,Apparel,T-shirts,Orvex,$838.08,2,5,23,0,"1,592.35",credit card,USD ,online,S024,Tommy Walter,Pacific Northwest,CHI-03,in progress ,2023-09-01,,NO,
TX118654,2024-03-14,C98184,Lisa Huffman,stevensims@example.org,Brianville,UNITED STATES,P0084,Tessara Pants 489,Apparel,Pants,Tessara,2774.18,1,,23,0,2774.18,Bank Transfer,$,marketplace,S031,Rebecca Henderson,Mid-Atlantic,CHI-03,Completed,26.03.2024,3,NO,Priority order
TX114657,2024-02-26,C64602,James Nelson,evansrobin@example.com,West Karen, United States,P0048,Lumira Coffee Makers 376,Appliances,Coffee Makers,Lumira,,1,5,23,9.99,3964.40,Card Payment,USD,online,S031,Rebecca Henderson,Great Lakes,LAX-02,pending,2024-03-01 00:00:00,,NO,Complaint under review
TX116679,20/03/2023,C51553,Amanda Shelton,greenechristina@example.net,Michelleland,united states,P0199,Sunwood Hair Care 433,Beauty,Hair Care,Sunwood,880.19,1,0,23,14.99,"895,18", Mobile Payment,USD ,mobile app,S030,Anthony Rodriguez,Northeast,CHI-03,pending,21/03/2023,5,NO,-
TX119093,2024-12-18,C54438,Gabriel Wilkins,rhonda64@example.org,Wagnershire,united states,P0042,Kindra Refrigerators 257,Appliances,Refrigerators,Kindra,5052.02,1,0,23,0,"5052,02",Card Payment,usd,online,S031,Rebecca Henderson,Great Lakes,NYC-01,in progress,2024-12-20,,NO,
TX117599,2024-01-27,C42717,Rose Francis,maysedward@example.com,New Megan,USA,P0096,Elektra Furniture 852,Home & Garden,Furniture,Elektra,"3928,58",2,0,23,0,"7,857.16",bank transfer ,USD,call center,S033,Tricia Valencia,Northeast,CHI-03,completed,29/01/2024,1,no,Payment system error - fixed manually
TX113921,2023-01-15,C81361, Sarah Molina,william91@example.com,Robinville, United States,P0095,Primo Furniture 426,Home & Garden,Furniture,Primo,255.23,5,,23,0,1276.15 USD,cash on delivery,$,mobile app,S026,Judy Baker,West Coast,NYC-01,completed,01/19/2023,5,,Complaint under review
TX115320,2024-05-06,C69634,Angie Jennings,tara62@example.com,Morrisville,US,P0046,Nova Coffee Makers 415,Appliances,Coffee Makers,Nova,"1,860.94",1,10,23,0,"1 674,85",cash on delivery,USD ,call center,S031,Rebecca Henderson,Mid-Atlantic,NYC-01,cancelled,"May 19, 2024",5,NO,Complaint under review
TX102332,"April 11, 2024",C78347,Amanda Crane,aallen@example.com,North Leahview,US,P0205,Tessara Personal Hygiene 497,Beauty,Personal Hygiene,Tessara,727.55,1,5,23,19.99,"711,16",bank transfer,USD,mobile app,S022,Patty Perez,Gulf Coast,SEA-05,in progress,2024-04-24,,NO,Delayed delivery
TX110081,05/01/2024,C84167,Paul Patton,matthew46@example.com,Gregoryfurt,US,P0190,Primo Perfume 498,Beauty,Perfume,Primo,4700.44,5,,23,"14,99","23517,19",mobile payment,USD,marketplace,S013,Lisa Hensley,Great Lakes,NYC-01,returned item,13/01/2024,3,0,
TX102404,2023-10-18 00:00:00,C56984,Pamela Jordan,steven25@example.org,Lake Barbara,US,P0013,Kindra Headphones 653,Electronics,Headphones,Kindra,,1,25,23,0,2352.83 USD, Mobile Payment,USD ,online,S021,Margaret Hawkins DDS,Pacific Northwest,CHI-03,pending,2023-10-22,,no,-
TX116904,2024-02-13,C98895,Savannah Fernandez,angela44@example.com,South Jennymouth,United States,P0149,Tessara Athletic Shoes 326,Sports,Athletic Shoes,Tessara,378.46 USD,5,0,23,0,1892.30, Mobile Payment,$,mobile app,S031,Rebecca Henderson,Northeast,DAL-04,cancelled,2024-02-26,,NO,Customer requested an invoice
TX103706,28.07.2023,C93748,Chad Cline,david60@example.net,Lake Amandaside,USA,P0184,Milvex Facial Care 755,Beauty,Facial Care,Milvex,5484.00,4,0,23,0,,mobile payment,USD ,marketplace,S013,Lisa Hensley,Gulf Coast,LAX-02,returned item,02/08/2023,2,NO,
TX100566,2024-10-12,C66482,Janet Carter,adavis@example.com, South Evelynside,USA,P0167,Orvex Dolls 813,Toys,Dolls,Orvex,"1979,14",2,0,23,0,"3958,28", Mobile Payment,USD,marketplace,S014,Michele Williams,Gulf Coast,SEA-05,returned,26/10/2024,5,NO,Complaint under review
TX110129,2024-08-12,C20328,David Martinez,leslienewton@example.net,East Javier,UNITED STATES,P0066,Milvex Jackets 801,Apparel,Jackets,Milvex,"5 050,77",10,0,23,0,"50507,70", Mobile Payment,usd,online,S002,Noah Rhodes,Gulf Coast,SEA-05,Completed,2024-08-16,,no,
TX105504,"November 29, 2023",C62521,Tina Ramirez,morrisdavid@example.com,Luischester,United States,P0062,Lumira Jackets 186,Apparel,Jackets,Lumira,"3333,56",3,0,23,"19,99",10020.67,PayPal,USD ,physical store,S002,Noah Rhodes,Pacific Northwest,CHI-03,returned,2023-12-09,1,no,-
TX118410,2023-08-05,C24316,Amber Wong,nelsoncassandra@example.net,West Ricky,United States,P0102,Lumira Lighting 502,Home & Garden,Lighting,Lumira,1368.65 USD,1,5,23,0,1300.22,bank transfer ,$,physical store,S018,Derek Zuniga,Great Lakes,LAX-02,Pending ,14/08/2023,,YES,Duplicate order - needs verification
TX100328,2024-12-17,C27172,Juan Romero,anthonyorr@example.net,North Tracy,USA,P0146,Groveo Athletic Shoes 864,Sports,Athletic Shoes,Groveo,1525.01,1,0,23,"14,99",1540.00,PayPal,$,online,S019,Lisa Jackson,Gulf Coast,DAL-04,returned item,2024-12-28,,NO,Duplicate order - needs verification
TX102367,2024-05-26,C70686,Kathleen  Zavala,bcaldwell@example.net,West Charles,United States,P0135,Boreo Sportswear 773,Sports,Sportswear,Boreo,2499.20,3,0,23,0,7497.60, Mobile Payment,usd,call center,S025,Matthew Foster,Northeast,LAX-02,Pending ,04/06/2024,1,NO,
TX118493,24/10/2023,C15811,Steve Nelson,jreynolds@example.net,North Brianberg,US,P0068,Milvex Shoes 375,Apparel,Shoes,Milvex,"4 252,82",2,0,23,0,"8 505,64",CREDIT CARD,usd,mobile app,S012,Jamie Arnold,Midwest,CHI-03,in progress,2023-11-05,5,no,
TX114291,2024-11-13 00:00:00,C73532,Regina Garner,jessicamurphy@example.net,Joshuahaven, United States,P0013,Kindra Headphones 653,Electronics,Headphones,Kindra,"2,814.70",5,0,23,0,14073.50,cash,USD,physical store,S002,Noah Rhodes,Northeast,DAL-04,in progress ,21/11/2024,1,NO,Duplicate order - needs verification
TX110223,07/01/2024,C79827,Taylor Brooks,taylorchristopher@example.com,Jerryton, United States,P0068,Milvex Shoes 375,Apparel,Shoes,Milvex,1308.81,3,15,23,0,"3,337.47", Mobile Payment,USD,mobile app,S028,Stephanie Ross,Pacific Northwest,CHI-03,cancelled,2024-01-10,5,NO,Delayed delivery
TX109512,"February 25, 2024",C79774,George Odonnell,morganwarner@example.org,East Jordan,UNITED STATES,P0196,Tessara Makeup 204,Beauty,Makeup,Tessara,"3234,89",2,10,23,0,"5 822,80",bank transfer ,$,mobile app,S026,Judy Baker,Midwest,NYC-01,Pending ,,1,NO,
TX110200,,C12552,Jennifer Patterson,christopher12@example.org,Morrisbury, United States,P0193,Elektra Makeup 870,Beauty,Makeup,Elektra,"3262,68",1,15,23,"9,99","2 783,27",Bank Transfer,$,physical store,S002,Noah Rhodes,Midwest,SEA-05,cancelled,2024-11-03,1,NO,
TX112111,16.12.2024,C87278,Brittany Martinez,xsmith@example.net,Jeremyfurt,USA,P0045,Kraton Coffee Makers 193,Appliances,Coffee Makers,Kraton,"4382,41",1,0,23,0,4382.41,mobile payment,$,call center,S030,Anthony Rodriguez,Great Lakes,SEA-05,Pending ,,5,NO,Payment system error - fixed manually
TX118456,09/09/2023,C95909,Daniel Hunt,russell49@example.com,Brandonfurt,UNITED STATES,P0176,Northal Puzzles 858,Toys,Puzzles,Northal,"1,468.55",5,0,23,0,,cash on delivery,USD,physical store,S020,Carla Gray,West Coast,SEA-05,completed,"September 10, 2023",5,NO,
TX109399,2024-12-10,C63883,Jennifer Anderson MD,zdavis@example.org,West Michaelport, United States,P0067,Primo Shoes 273,Apparel,Shoes,Primo,"1,803.12",1,0,23,19.99 USD,1823.11 USD,credit card,USD ,mobile app,S032,James Ferrell,Mountain West,NYC-01,returned item,16.12.2024,5,YES,
TX118388,2023-09-15 00:00:00,C82848,Joseph Hayden,sarah75@example.net,Rogersmouth,united states,P0115,Lumira Gardening 914,Home & Garden,Gardening,Lumira,724.79,1,20,23,"9,99",$589.82, Mobile Payment,usd,physical store,S024,Tommy Walter,Southeast,CHI-03,returned item,2023-09-25 00:00:00,5,NO,
TX103333,2024-11-26,C67912,Travis Vega,victorgonzalez@example.net,Port Joseph,UNITED STATES,P0016,Milvex Headphones 909,Electronics,Headphones,Milvex,1846.11 USD,3,0,23,"14,99","5 553,32",cash,usd,call center,S039,Elizabeth Fowler,Pacific Northwest,LAX-02,COMPLETED,05/12/2024,3,YES,Delayed delivery
TX107273,05/10/2023,C87236,Daniel Floyd,steven73@example.net,Leonburgh,UNITED STATES,P0158,Northal Board Games 187,Toys,Board Games,Northal,5037.96 USD,1,20,23,0,"4030,37",mobile payment,usd,mobile app,S009,Gabrielle Davis,Pacific Northwest,NYC-01,Completed,"May 14, 2023",5,NO,N/A
TX105389,2023-02-14,C67983,Marie Brown,cathy36@example.com,brandonberg, United States,P0145,Elektra Athletic Shoes 327,Sports,Athletic Shoes,Elektra,533.79,1,5,23,0,507.10,Card Payment,$,mobile app,S012,Jamie Arnold,Pacific Northwest,LAX-02,returned,"February 17, 2023",5,NO,N/A
TX114137,2023-02-23,C38746,Rachel Young,kylestokes@example.com,West Erika,UNITED STATES,P0066,Milvex Jackets 801,Apparel,Jackets,Milvex,"4,658.62",1,20,23,9.99,"3736,89",credit card,$,mobile app,S009,Gabrielle Davis,Pacific Northwest,DAL-04,pending,2023-03-02 00:00:00,,1,Payment system error - fixed manually
TX111429,17/06/2024,C25970,Stacy Johnson,marthagriffin@example.net,West Leslieside,USA,P0066,Milvex Jackets 801,Apparel,Jackets,Milvex,711.02 USD,10,0,23,0,,mobile payment,$,marketplace,S033,Tricia Valencia,Mid-Atlantic,CHI-03,pending,29.06.2024,5,no,
TX105813,12.09.2023,C10679,Angela Cooper,juliethomas@example.net,Lake Dawnfort,US,P0117,Vantia Gardening 242,Home & Garden,Gardening,Vantia,3522.51 USD,1,10,23,0,"3170,26",Credit Card,usd,online,S011,Monica Herrera,Southwest,CHI-03,completed,2023-09-21,,no,
TX104835,,C59925,Daniel Rodriguez,gutierrezmatthew@example.com,East Jennifer,united states,P0186,Primo Facial Care 129,Beauty,Facial Care,Primo,4624.36,1,5,23,19.99,4413.13,bank transfer,usd,physical store,S039,Elizabeth Fowler,Gulf Coast,SEA-05,cancelled,"November 12, 2024",4,no,no comment
TX107158,12/02/2023,C50319,Allen Stanley ,hbell@example.net,West Ryanberg,USA,P0085,Lumira Accessories 982,Apparel,Accessories,Lumira,2655.35,1,10,23,0,2389.82,bank transfer,usd,call center,S018,Derek Zuniga,Southeast,SEA-05,Pending ,2023-12-06,2,YES,N/A
TX104697,2024-01-20,C14888,Dr. Cole Curtis,barneswilliam@example.org,East Sydney,united states,P0120,Kindra Gardening 257,Home & Garden,Gardening,Kindra,"3 907,16",2,0,23,14.99,7829.31,cash on delivery,USD,marketplace,S009,Gabrielle Davis,Northeast,SEA-05,in progress ,30.01.2024,1,NO,
